VIN Number,MSRP,Dealer's Price,Price,Make,Model,Year,Transmission,Mileage,Dealer Name,Dealer Address
1C4HJXDN2NW231419,"$39,565 ","$36,465 ","$36,465 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDN9NW231417,"$39,565 ","$36,465 ","$36,465 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDNXNW252230,"$42,370 ","$39,270 ","$39,270 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDN1NW243593,"$42,715 ","$39,615 ","$39,615 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDNXNW252227,"$42,765 ","$39,665 ","$39,665 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDN3NW252232,"$42,765 ","$41,609 ","$41,609 ",,Wrangler,2022,8-Speed Automatic,1 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDG1NW240629,"$42,985 ","$39,885 ","$39,885 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDN5NW243595,"$43,065 ","$39,965 ","$39,965 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4HJXDN1NW253881,"$40,060 ","$40,060 ","$40,259 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233"
1C4HJXDN3NW253882,"$40,060 ","$40,060 ","$40,259 ",,Wrangler,2022,Automatic,0 miles,San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233"
1C4JJXP64NW275797,"$58,280 ","$54,880 ","$54,880 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4JJXP64NW275797,"$58,280 ","$54,880 ","$54,880 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4JJXP60NW275795,"$58,885 ","$55,485 ","$55,485 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4JJXP69NW275794,"$59,280 ","$55,880 ","$55,880 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4JJXP62NW177898,"$57,085 ","$57,085 ","$57,085 ",,Wrangler,2022,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
1C4JJXP64NW205281,"$58,975 ","$57,475 ","$57,475 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP65NW197997,"$59,380 ","$57,880 ","$57,880 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP66NW227976,"$59,475 ","$57,975 ","$57,975 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP62NW227974,"$59,475 ","$57,975 ","$57,975 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP65NW114696,Not Provided,"$58,230 ","$58,230 ",,Wrangler,2022,8-Speed Automatic,10 miles,Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539"
1C4JJXP67NW197998,"$59,775 ","$58,275 ","$58,275 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP66NW227931,Not Provided,"$58,380 ","$58,380 ",,Wrangler,2022,8-Speed Automatic,11 miles,Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539"
1C4JJXP63NW114695,Not Provided,"$58,625 ","$58,625 ",,Wrangler,2022,8-Speed Automatic,10 miles,Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539"
1C4JJXP64NW278232,"$60,385 ","$58,885 ","$58,885 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP60NW279829,"$60,470 ","$58,970 ","$58,970 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP60NW177883,"$58,580 ","$58,580 ","$59,026 ",,Wrangler,2022,8-Speed Automatic,25 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
1C4JJXP6XNW198191,"$59,070 ","$59,070 ","$59,070 ",,Wrangler,2022,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
1C4JJXP61NW198189,"$59,070 ","$59,070 ","$59,070 ",,Wrangler,2022,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
1C4JJXP66NW218825,"$60,730 ","$59,230 ","$59,230 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP63NW198467,"$59,350 ","$59,350 ","$59,350 ",,Wrangler,2022,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
1C4JJXP69NW229317,"$57,480 ","$59,480 ","$59,480 ",,Wrangler,2022,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP61NW179058,"$59,675 ","$59,675 ","$59,675 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP63NW136907,"$59,770 ","$59,770 ","$59,770 ",,Wrangler,2022,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
1C4JJXP69NW276427,"$59,870 ","$59,870 ","$59,870 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP66NW198186,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic,0 miles,Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503"
1C4JJXP6XNW179060,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP63NW179059,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP66NW179055,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP6XNW179057,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP64NW179054,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP68NW179056,"$60,070 ","$60,070 ","$60,070 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP64NW198395,"$60,080 ","$60,080 ","$60,080 ",,Wrangler,2022,Automatic,11 miles,Momentum Chrysler Dodge Jeep Ram,"3704 NE I 10 Frontage Rd<br>Sealy, TX 77474"
1C4JJXP67NW229509,"$60,250 ","$60,250 ","$60,250 ",,Wrangler,2022,8-Speed Automatic,10 miles,Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503"
1C4JJXP63NW229314,"$58,280 ","$60,280 ","$60,280 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP60NW229321,"$58,280 ","$60,280 ","$60,280 ",,Wrangler,2022,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP61NW229313,"$58,280 ","$60,280 ","$60,280 ",,Wrangler,2022,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP60NW229318,"$58,280 ","$60,280 ","$60,280 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP69NW229320,"$58,280 ","$60,280 ","$60,280 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP67NW268021,"$61,855 ","$60,355 ","$60,355 ",,Wrangler,2022,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
1C4JJXP6XNW229956,"$60,645 ","$60,645 ","$60,645 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP68NW229955,"$60,645 ","$60,645 ","$60,645 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP69NW272149,"$60,730 ","$60,730 ","$60,730 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP6XNW205396,"$60,770 ","$60,770 ","$60,770 ",,Wrangler,2022,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
1C4JJXP62NW229255,"$60,940 ","$60,940 ","$60,940 ",,Wrangler,2022,Automatic,0 miles,Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099"
1C4JJXP69NW278551,"$61,860 ","$61,860 ","$61,860 ",,Wrangler,2022,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
1C4JJXP60NW213734,"$59,965 ","$61,965 ","$61,965 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP69NW213733,"$59,965 ","$61,965 ","$61,965 ",,Wrangler,2022,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXR68NW198655,"$65,725 ","$62,325 ","$62,325 ",,Wrangler,2022,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
1C4JJXP65NW153563,"$61,935 ","$61,935 ","$62,381 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
1C4JJXP62NW229319,"$57,480 ","$62,480 ","$62,480 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP62NW279752,"$62,860 ","$62,860 ","$62,860 ",,Wrangler,2022,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
1C4JJXP61NW213709,"$61,075 ","$63,075 ","$63,075 ",,Wrangler,2022,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP63NW206339,"$63,075 ","$63,075 ","$63,075 ",,Wrangler,2022,8-Speed Automatic,---,Yaklin Chrysler Dodge Jeep Ram of Angleton,"1212 S Velasco St<br>Angleton, TX 77515"
1C4JJXR69NW107831,"$63,170 ","$63,170 ","$63,170 ",,Wrangler,2022,Automatic,0 miles,Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099"
1C4JJXP68NW213707,"$61,925 ","$63,925 ","$63,925 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP6XNW269759,"$62,550 ","$64,550 ","$64,550 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXP65NW179192,"$60,425 ","$64,900 ","$64,900 ",,Wrangler,2022,Automatic,4 miles,Crossroads Dodge Chrysler Jeep Ram,"320 Highway 146 Byp<br>Liberty, TX 77575"
1C4JJXP64NW274973,"$61,165 ","$65,888 ","$65,888 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
1C4JJXR63NW228340,"$66,560 ","$66,560 ","$66,560 ",,Wrangler,2022,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
1C4JJXR66NW229451,"$67,105 ","$67,105 ","$67,105 ",,Wrangler,2022,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
1C4JJXR65NW205559,"$67,560 ","$67,560 ","$67,560 ",,Wrangler,2022,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
1C4JJXR61NW152861,"$67,935 ","$67,935 ","$68,381 ",,Wrangler,2022,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
1C4JJXR67NW233797,"$68,885 ","$68,885 ","$68,885 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXP6XNW271396,"$64,480 ","$69,888 ","$69,888 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
1C4JJXR63NW236132,"$70,030 ","$70,030 ","$70,030 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
1C4JJXR6XNW229453,"$71,195 ","$71,195 ","$71,195 ",,Wrangler,2022,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
1C4JJXR68NW267084,"$70,935 ","$72,935 ","$72,935 ",,Wrangler,2022,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
1C4JJXR64NW250458,"$70,970 ","$74,888 ","$74,888 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
1C4JJXR68NW107870,"$70,055 ","$75,888 ","$75,888 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
1C4JJXR65NW158825,"$73,055 ","$77,888 ","$77,888 ",,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
5TFKB5AA2NX012284,"$38,878 ","$38,878 ","$38,878 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFKB5AA4NX012271,"$38,878 ","$38,878 ","$38,878 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFKB5AB8NX011732,"$42,220 ","$42,220 ","$42,220 ",,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
5TFKB5DB1NX038833,"$45,101 ","$45,101 ","$45,101 ",,Tundra,2022,Automatic,---,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
5TFKB5DB8NX039381,"$46,719 ","$46,719 ","$46,719 ",,Tundra,2022,Automatic,7 miles,Fred Haas Toyota Country,"22435 State Highway 249<br>Houston, TX 77070"
5TFLA5AA6NX012876,"$47,381 ","$47,381 ","$47,381 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5AB8NX007963,"$47,976 ","$47,976 ","$47,976 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5BC3NX001849,"$48,905 ","$48,905 ","$48,905 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFLA5AB5NX013171,"$48,906 ","$50,401 ","$50,401 ",,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
5TFLA5AB1NX012082,"$48,957 ","$48,957 ","$48,957 ",,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
5TFLA5BC7NX001966,"$48,984 ","$48,984 ","$48,984 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5AB2NX012852,"$49,036 ","$49,036 ","$49,036 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5AB3NX111468,"$48,957 ","$48,957 ","$49,194 ",,Tundra,2022,Automatic,1 miles,Family Toyota of Arlington,"1661 Wet N Wild Way<br>Arlington, TX 76011"
5TFLA5BC2NX001972,"$49,409 ","$49,409 ","$49,409 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5AB0NX011859,"$51,566 ","$53,061 ","$53,061 ",,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
5TFLA5EC3NX007307,"$51,910 ","$51,910 ","$51,910 ",,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
5TFLA5DA3NX035933,"$50,451 ","$51,946 ","$51,946 ",,Tundra,2022,,5 miles,Sterling Mccall Toyota,"9400 Southwest Freeway<br>Houston, TX 77074"
5TFLA5AB8NX012144,"$52,044 ","$52,044 ","$52,044 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5ABXNX010962,"$52,044 ","$52,044 ","$52,044 ",,Tundra,2022,Automatic,19 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5DBXNX039387,"$52,471 ","$52,471 ","$52,471 ",,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
5TFLA5AB1NX011014,"$55,733 ","$55,733 ","$55,733 ",,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
5TFLA5DB5NX038549,"$56,014 ","$56,014 ","$56,014 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFLA5DB1NX038189,"$56,114 ","$56,114 ","$56,114 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFLA5DB1NX041562,"$56,114 ","$56,114 ","$56,114 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFJA5DB6NX037854,"$57,556 ","$57,556 ","$57,556 ",,Tundra,2022,Automatic,7 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFJA5DB5NX039949,"$65,378 ","$65,378 ","$65,378 ",,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
5TFLA5AB1NX012938,"$58,970 ","$58,970 ","$58,970 ",,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
5TFJC5AB0NX001141,"$58,640 ","$58,640 ","$59,075 ",,Tundra,2022,Automatic,0 miles,Toyota of Laredo,"6324 Bob Bullock Loop<br>Laredo, TX 78041"
5TFJA5EC3NX008111,"$59,218 ","$60,713 ","$60,713 ",,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
5TFJC5AB2NX001125,"$59,233 ","$59,233 ","$59,233 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFJC5DB8NX004686,"$60,242 ","$60,242 ","$60,242 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFJA5DB5NX014601,"$59,949 ","$59,949 ","$60,384 ",,Tundra,2022,Automatic,5 miles,"Powell Watson Motors, Inc.","6301 Arena Blvd<br>Laredo, TX 78041"
5TFMA5AB2NX006201,"$62,052 ","$62,052 ","$62,052 ",,Tundra,2022,Automatic,"4,359 miles",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFNA5ABXNX011988,"$62,325 ","$62,325 ","$62,325 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFLA5ABXNX011111,"$66,645 ","$66,645 ","$66,645 ",,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
5TFMA5DB1NX036740,"$67,771 ","$67,771 ","$67,771 ",,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFPC5DB5NX004915,"$68,600 ","$68,600 ","$68,600 ",,Tundra,2022,Automatic,5 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFMA5DB6NX034823,"$67,253 ","$68,748 ","$68,748 ",,Tundra,2022,Automatic,10 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
5TFVC5DB5NX002511,"$78,001 ","$78,001 ","$78,001 ",,Tundra,2022,Automatic,6 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
5TFVC5DB8NX002583,"$78,426 ","$78,426 ","$78,426 ",,Tundra,2022,Automatic,---,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
5TFLA5DB1NX019691,Not Provided,"$78,990 ","$78,990 ",,Tundra,2022,Automatic,248 miles,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
